ensembl_gene_id,symbol,type,entrez_id
ENSG00000198574,SH2D1B,lncRNA,117157
ENSG00000027869,SH2D2A,lncRNA,9047
ENSG00000125731,SH2D3A,mRNA,10045
ENSG00000095370,SH2D3C,mRNA,10044
ENSG00000104611,SH2D4A,mRNA,63898
ENSG00000178217,SH2D4B,lncRNA,387694
ENSG00000189410,SH2D5,mRNA,400745
ENSG00000152292,SH2D6,lncRNA,284948
ENSG00000183476,SH2D7,lncRNA,646892
ENSG00000185437,SH3BGR,mRNA,6450
ENSG00000131171,SH3BGRL,lncRNA,6451
ENSG00000198478,SH3BGRL2,lncRNA,83699
ENSG00000142669,SH3BGRL3,mRNA,83442
ENSG00000100092,SH3BP1,mRNA,23616
ENSG00000087266,SH3BP2,mRNA,6452
ENSG00000130147,SH3BP4,mRNA,23677
ENSG00000131370,SH3BP5,mRNA,9467
ENSG00000175137,SH3BP5L,lncRNA,80851
ENSG00000109686,SH3D19,lncRNA,152503
ENSG00000214193,SH3D21,lncRNA,79729
ENSG00000141985,SH3GL1,lncRNA,6455
ENSG00000107295,SH3GL2,mRNA,6456
ENSG00000140600,SH3GL3,mRNA,6457
ENSG00000097033,SH3GLB1,mRNA,51100
ENSG00000148341,SH3GLB2,mRNA,56904
ENSG00000147010,SH3KBP1,lncRNA,30011
ENSG00000107957,SH3PXD2A,mRNA,9644
ENSG00000174705,SH3PXD2B,mRNA,285590
ENSG00000154447,SH3RF1,mRNA,57630
ENSG00000156463,SH3RF2,mRNA,153769
ENSG00000172985,SH3RF3,mRNA,344558
ENSG00000125089,SH3TC1,mRNA,54436
ENSG00000169247,SH3TC2,mRNA,79628
ENSG00000035115,SH3YL1,mRNA,26751
ENSG00000161681,SHANK1,mRNA,50944
ENSG00000162105,SHANK2,lncRNA,22941
ENSG00000251322,SHANK3,mRNA,85358
ENSG00000179526,SHARPIN,mRNA,81858
ENSG00000107338,SHB,lncRNA,6461
ENSG00000129214,SHBG,mRNA,6462
ENSG00000160691,SHC1,mRNA,6464
ENSG00000129946,SHC2,mRNA,25759
ENSG00000148082,SHC3,mRNA,53358
ENSG00000185634,SHC4,lncRNA,399694
ENSG00000171241,SHCBP1,lncRNA,79801
ENSG00000157060,SHCBP1L,lncRNA,81626
ENSG00000105251,SHD,mRNA,56961
ENSG00000169291,SHE,mRNA,126669
ENSG00000138606,SHF,lncRNA,90525
ENSG00000130813,SHFL,lncRNA,55337
ENSG00000164690,SHH,lncRNA,6469
ENSG00000180730,SHISA2,lncRNA,387914
ENSG00000178343,SHISA3,mRNA,152573
ENSG00000198892,SHISA4,mRNA,149345
ENSG00000164054,SHISA5,mRNA,51246
ENSG00000188803,SHISA6,mRNA,388336
ENSG00000187902,SHISA7,mRNA,729956
ENSG00000234965,SHISA8,lncRNA,440829
ENSG00000237515,SHISA9,lncRNA,729993
ENSG00000138944,SHISAL1,mRNA,85352
ENSG00000182183,SHISAL2A,lncRNA,348378
ENSG00000145642,SHISAL2B,lncRNA,100132916
ENSG00000160410,SHKBP1,lncRNA,92799
ENSG00000171984,SHLD1,mRNA,149840
ENSG00000122376,SHLD2,mRNA,54537
ENSG00000253251,SHLD3,lncRNA,112441434
ENSG00000176974,SHMT1,lncRNA,6470
ENSG00000182199,SHMT2,lncRNA,6472
ENSG00000165181,SHOC1,mRNA,158401
ENSG00000108061,SHOC2,lncRNA,8036
ENSG00000185960,SHOX,mRNA,6473
ENSG00000168779,SHOX2,mRNA,6474
ENSG00000197417,SHPK,lncRNA,23729
ENSG00000146414,SHPRH,mRNA,257218
ENSG00000144736,SHQ1,mRNA,55164
ENSG00000164403,SHROOM1,mRNA,134549
ENSG00000146950,SHROOM2,mRNA,357
ENSG00000138771,SHROOM3,lncRNA,57619
ENSG00000158352,SHROOM4,lncRNA,57477
ENSG00000187164,SHTN1,lncRNA,57698
ENSG00000090402,SI,lncRNA,6476
ENSG00000110013,SIAE,mRNA,54414
ENSG00000196470,SIAH1,lncRNA,6477
ENSG00000181788,SIAH2,lncRNA,6478
ENSG00000215475,SIAH3,mRNA,283514
ENSG00000072858,SIDT1,lncRNA,54847
ENSG00000149577,SIDT2,mRNA,51092
ENSG00000185187,SIGIRR,lncRNA,59307
ENSG00000088827,SIGLEC1,mRNA,6614
ENSG00000105501,SIGLEC5,mRNA,8778
ENSG00000105492,SIGLEC6,lncRNA,946
ENSG00000168995,SIGLEC7,lncRNA,27036
ENSG00000105366,SIGLEC8,mRNA,27181
ENSG00000129450,SIGLEC9,mRNA,27180
ENSG00000142512,SIGLEC10,mRNA,89790
ENSG00000161640,SIGLEC11,mRNA,114132
ENSG00000254521,SIGLEC12,lncRNA,89858
ENSG00000254415,SIGLEC14,mRNA,100049587
ENSG00000197046,SIGLEC15,lncRNA,284266
ENSG00000161643,SIGLEC16,mRNA,400709
ENSG00000179213,SIGLECL1,lncRNA,284369
ENSG00000147955,SIGMAR1,mRNA,10280
ENSG00000142178,SIK1,mRNA,150094
ENSG00000170145,SIK2,mRNA,23235
ENSG00000160584,SIK3,mRNA,23387
ENSG00000052723,SIKE1,mRNA,80143
ENSG00000120725,SIL1,lncRNA,64374
ENSG00000112246,SIM1,mRNA,6492
ENSG00000159263,SIM2,mRNA,6493
ENSG00000170085,SIMC1,lncRNA,375484
ENSG00000169375,SIN3A,mRNA,25942
ENSG00000127511,SIN3B,lncRNA,23309
ENSG00000139146,SINHCAF,mRNA,58516
ENSG00000213445,SIPA1,mRNA,6494
ENSG00000197555,SIPA1L1,mRNA,26037
ENSG00000116991,SIPA1L2,mRNA,57568
ENSG00000105738,SIPA1L3,mRNA,23094
ENSG00000198053,SIRPA,mRNA,140885
ENSG00000101307,SIRPB1,lncRNA,10326
ENSG00000196209,SIRPB2,lncRNA,284759
ENSG00000125900,SIRPD,mRNA,128646
ENSG00000089012,SIRPG,mRNA,55423
ENSG00000096717,SIRT1,mRNA,23411
ENSG00000068903,SIRT2,lncRNA,22933
ENSG00000142082,SIRT3,mRNA,23410
ENSG00000089163,SIRT4,mRNA,23409
ENSG00000124523,SIRT5,lncRNA,23408
ENSG00000077463,SIRT6,mRNA,51548
ENSG00000187531,SIRT7,mRNA,51547
ENSG00000137078,SIT1,lncRNA,27240
ENSG00000184990,SIVA1,lncRNA,10572
ENSG00000126778,SIX1,lncRNA,6495
ENSG00000170577,SIX2,lncRNA,10736
ENSG00000138083,SIX3,mRNA,6496
ENSG00000100625,SIX4,mRNA,51804
ENSG00000177045,SIX5,lncRNA,147912
ENSG00000184302,SIX6,lncRNA,4990
ENSG00000154839,SKA1,lncRNA,220134
ENSG00000182628,SKA2,mRNA,348235
ENSG00000165480,SKA3,lncRNA,221150
ENSG00000141293,SKAP1,lncRNA,8631
ENSG00000005020,SKAP2,mRNA,8935
ENSG00000157933,SKI,mRNA,6497
ENSG00000204351,SKIC2,mRNA,6499
ENSG00000198677,SKIC3,mRNA,9652
ENSG00000140395,SKIC8,mRNA,80349
ENSG00000180592,SKIDA1,lncRNA,387640
ENSG00000136603,SKIL,lncRNA,6498
ENSG00000188779,SKOR1,lncRNA,390598
ENSG00000215474,SKOR2,lncRNA,652991
ENSG00000113558,SKP1,lncRNA,6500
ENSG00000145604,SKP2,mRNA,6502
ENSG00000155926,SLA,lncRNA,6503
ENSG00000101082,SLA2,mRNA,84174
ENSG00000139737,SLAIN1,mRNA,122060
ENSG00000109171,SLAIN2,mRNA,57606
ENSG00000117090,SLAMF1,lncRNA,6504
ENSG00000162739,SLAMF6,mRNA,114836
ENSG00000026751,SLAMF7,lncRNA,57823
ENSG00000158714,SLAMF8,mRNA,56833
ENSG00000162723,SLAMF9,mRNA,89886
ENSG00000163950,SLBP,lncRNA,7884
ENSG00000106688,SLC1A1,lncRNA,6505
ENSG00000110436,SLC1A2,lncRNA,6506
ENSG00000079215,SLC1A3,mRNA,6507
ENSG00000115902,SLC1A4,mRNA,6509
ENSG00000105281,SLC1A5,mRNA,6510
ENSG00000105143,SLC1A6,mRNA,6511
ENSG00000162383,SLC1A7,mRNA,6512
ENSG00000117394,SLC2A1,mRNA,6513
ENSG00000163581,SLC2A2,lncRNA,6514
ENSG00000059804,SLC2A3,lncRNA,6515
ENSG00000181856,SLC2A4,mRNA,6517
ENSG00000125520,SLC2A4RG,lncRNA,56731
ENSG00000142583,SLC2A5,lncRNA,6518
ENSG00000160326,SLC2A6,mRNA,11182
ENSG00000197241,SLC2A7,lncRNA,155184
ENSG00000136856,SLC2A8,mRNA,29988
ENSG00000109667,SLC2A9,mRNA,56606
ENSG00000197496,SLC2A10,mRNA,81031
ENSG00000133460,SLC2A11,lncRNA,66035
ENSG00000146411,SLC2A12,lncRNA,154091
ENSG00000151229,SLC2A13,lncRNA,114134
ENSG00000173262,SLC2A14,mRNA,144195
ENSG00000138079,SLC3A1,lncRNA,6519
ENSG00000168003,SLC3A2,lncRNA,6520
ENSG00000004939,SLC4A1,mRNA,6521
ENSG00000163798,SLC4A1AP,mRNA,22950
ENSG00000164889,SLC4A2,mRNA,6522
ENSG00000114923,SLC4A3,mRNA,6508
ENSG00000080493,SLC4A4,lncRNA,8671
ENSG00000188687,SLC4A5,lncRNA,57835
ENSG00000033867,SLC4A7,lncRNA,9497
ENSG00000050438,SLC4A8,lncRNA,9498
ENSG00000113073,SLC4A9,lncRNA,83697
ENSG00000144290,SLC4A10,lncRNA,57282
ENSG00000088836,SLC4A11,mRNA,83959
ENSG00000100170,SLC5A1,lncRNA,6523
ENSG00000140675,SLC5A2,lncRNA,6524
ENSG00000198743,SLC5A3,lncRNA,6526
ENSG00000100191,SLC5A4,mRNA,6527
ENSG00000105641,SLC5A5,lncRNA,6528
ENSG00000138074,SLC5A6,mRNA,8884
ENSG00000115665,SLC5A7,mRNA,60482
ENSG00000256870,SLC5A8,lncRNA,160728
ENSG00000117834,SLC5A9,lncRNA,200010
ENSG00000154025,SLC5A10,lncRNA,125206
ENSG00000158865,SLC5A11,mRNA,115584
ENSG00000148942,SLC5A12,mRNA,159963
ENSG00000157103,SLC6A1,mRNA,6529
ENSG00000103546,SLC6A2,mRNA,6530
ENSG00000142319,SLC6A3,lncRNA,6531
ENSG00000108576,SLC6A4,mRNA,6532
ENSG00000165970,SLC6A5,lncRNA,9152
ENSG00000131389,SLC6A6,lncRNA,6533
ENSG00000011083,SLC6A7,mRNA,6534
ENSG00000130821,SLC6A8,mRNA,6535
ENSG00000196517,SLC6A9,lncRNA,6536
ENSG00000132164,SLC6A11,lncRNA,6538
ENSG00000111181,SLC6A12,lncRNA,6539
ENSG00000010379,SLC6A13,mRNA,6540
ENSG00000268104,SLC6A14,mRNA,11254
ENSG00000072041,SLC6A15,mRNA,55117
ENSG00000063127,SLC6A16,lncRNA,28968
ENSG00000197106,SLC6A17,lncRNA,388662
ENSG00000164363,SLC6A18,mRNA,348932
ENSG00000174358,SLC6A19,lncRNA,340024
ENSG00000163817,SLC6A20,mRNA,54716
ENSG00000139514,SLC7A1,mRNA,6541
ENSG00000003989,SLC7A2,mRNA,6542
ENSG00000165349,SLC7A3,mRNA,84889
ENSG00000099960,SLC7A4,mRNA,6545
ENSG00000103257,SLC7A5,lncRNA,8140
ENSG00000103064,SLC7A6,lncRNA,9057
ENSG00000103061,SLC7A6OS,mRNA,84138
ENSG00000155465,SLC7A7,lncRNA,9056
ENSG00000092068,SLC7A8,lncRNA,23428
ENSG00000021488,SLC7A9,lncRNA,11136
ENSG00000130876,SLC7A10,lncRNA,56301
ENSG00000151012,SLC7A11,lncRNA,23657
ENSG00000164893,SLC7A13,mRNA,157724
ENSG00000013293,SLC7A14,mRNA,57709
ENSG00000183023,SLC8A1,mRNA,6546
ENSG00000118160,SLC8A2,lncRNA,6543
ENSG00000100678,SLC8A3,lncRNA,6547
ENSG00000089060,SLC8B1,lncRNA,80024
ENSG00000090020,SLC9A1,lncRNA,6548
ENSG00000115616,SLC9A2,lncRNA,6549
ENSG00000066230,SLC9A3,mRNA,6550
ENSG00000109062,SLC9A3R1,mRNA,9368
ENSG00000065054,SLC9A3R2,mRNA,9351
ENSG00000180251,SLC9A4,lncRNA,389015
ENSG00000135740,SLC9A5,lncRNA,6553
ENSG00000198689,SLC9A6,mRNA,10479
ENSG00000065923,SLC9A7,mRNA,84679
ENSG00000197818,SLC9A8,lncRNA,23315
ENSG00000181804,SLC9A9,mRNA,285195
ENSG00000164037,SLC9B1,mRNA,150159
ENSG00000164038,SLC9B2,mRNA,133308
ENSG00000172139,SLC9C1,lncRNA,285335
ENSG00000162753,SLC9C2,mRNA,284525
ENSG00000100652,SLC10A1,lncRNA,6554
ENSG00000125255,SLC10A2,lncRNA,6555
ENSG00000126903,SLC10A3,lncRNA,8273
ENSG00000145248,SLC10A4,lncRNA,201780
ENSG00000253598,SLC10A5,lncRNA,347051
ENSG00000145283,SLC10A6,lncRNA,345274
ENSG00000120519,SLC10A7,mRNA,84068
ENSG00000018280,SLC11A1,mRNA,6556
ENSG00000110911,SLC11A2,lncRNA,4891
ENSG00000074803,SLC12A1,lncRNA,6557
ENSG00000064651,SLC12A2,lncRNA,6558
ENSG00000070915,SLC12A3,mRNA,6559
ENSG00000124067,SLC12A4,mRNA,6560
ENSG00000124140,SLC12A5,mRNA,57468
ENSG00000140199,SLC12A6,mRNA,9990
ENSG00000113504,SLC12A7,mRNA,10723
ENSG00000221955,SLC12A8,lncRNA,84561
ENSG00000146828,SLC12A9,mRNA,56996
ENSG00000081800,SLC13A1,lncRNA,6561
ENSG00000007216,SLC13A2,lncRNA,9058
ENSG00000158296,SLC13A3,lncRNA,64849
ENSG00000164707,SLC13A4,lncRNA,26266
ENSG00000141485,SLC13A5,mRNA,284111
ENSG00000141469,SLC14A1,lncRNA,6563
ENSG00000132874,SLC14A2,lncRNA,8170
ENSG00000088386,SLC15A1,mRNA,6564
ENSG00000163406,SLC15A2,lncRNA,6565
ENSG00000110446,SLC15A3,mRNA,51296
ENSG00000139370,SLC15A4,lncRNA,121260
ENSG00000188991,SLC15A5,mRNA,729025
ENSG00000155380,SLC16A1,lncRNA,6566
ENSG00000147100,SLC16A2,lncRNA,6567
ENSG00000141526,SLC16A3,mRNA,9123
ENSG00000168679,SLC16A4,mRNA,9122
ENSG00000170190,SLC16A5,lncRNA,9121
ENSG00000108932,SLC16A6,lncRNA,9120
ENSG00000118596,SLC16A7,lncRNA,9194
ENSG00000100156,SLC16A8,lncRNA,23539
ENSG00000165449,SLC16A9,lncRNA,220963
ENSG00000112394,SLC16A10,lncRNA,117247
ENSG00000174326,SLC16A11,lncRNA,162515
ENSG00000152779,SLC16A12,mRNA,387700
ENSG00000174327,SLC16A13,mRNA,201232
ENSG00000163053,SLC16A14,lncRNA,151473
ENSG00000124568,SLC17A1,lncRNA,6568
ENSG00000112337,SLC17A2,mRNA,10246
ENSG00000124564,SLC17A3,mRNA,10786
ENSG00000146039,SLC17A4,lncRNA,10050
ENSG00000119899,SLC17A5,mRNA,26503
ENSG00000091664,SLC17A6,mRNA,57084
ENSG00000104888,SLC17A7,lncRNA,57030
ENSG00000179520,SLC17A8,lncRNA,246213
ENSG00000101194,SLC17A9,lncRNA,63910
ENSG00000036565,SLC18A1,mRNA,6570
ENSG00000165646,SLC18A2,mRNA,6571
ENSG00000187714,SLC18A3,lncRNA,6572
ENSG00000146409,SLC18B1,lncRNA,116843
ENSG00000173638,SLC19A1,lncRNA,6573
ENSG00000117479,SLC19A2,mRNA,10560
ENSG00000135917,SLC19A3,mRNA,80704
ENSG00000144136,SLC20A1,lncRNA,6574
ENSG00000168575,SLC20A2,mRNA,6575
ENSG00000175003,SLC22A1,mRNA,6580
ENSG00000112499,SLC22A2,lncRNA,6582
ENSG00000146477,SLC22A3,lncRNA,6581
ENSG00000197208,SLC22A4,lncRNA,6583
ENSG00000197375,SLC22A5,mRNA,6584
ENSG00000197901,SLC22A6,mRNA,9356
ENSG00000137204,SLC22A7,lncRNA,10864
ENSG00000149452,SLC22A8,lncRNA,9376
ENSG00000149742,SLC22A9,lncRNA,114571
ENSG00000184999,SLC22A10,mRNA,387775
ENSG00000168065,SLC22A11,lncRNA,55867
ENSG00000197891,SLC22A12,lncRNA,116085
ENSG00000172940,SLC22A13,lncRNA,9390
ENSG00000144671,SLC22A14,mRNA,9389
ENSG00000163393,SLC22A15,mRNA,55356
ENSG00000004809,SLC22A16,lncRNA,85413
ENSG00000092096,SLC22A17,mRNA,51310
ENSG00000110628,SLC22A18,lncRNA,5002
ENSG00000137266,SLC22A23,lncRNA,63027
ENSG00000197658,SLC22A24,lncRNA,283238
ENSG00000196600,SLC22A25,lncRNA,387601
ENSG00000259803,SLC22A31,lncRNA,146429
ENSG00000170482,SLC23A1,lncRNA,9963
ENSG00000089057,SLC23A2,mRNA,9962
ENSG00000213901,SLC23A3,mRNA,151295
ENSG00000074621,SLC24A1,lncRNA,9187
ENSG00000155886,SLC24A2,mRNA,25769
ENSG00000185052,SLC24A3,lncRNA,57419
ENSG00000140090,SLC24A4,lncRNA,123041
ENSG00000188467,SLC24A5,lncRNA,283652
ENSG00000100075,SLC25A1,mRNA,6576
ENSG00000120329,SLC25A2,mRNA,83884
ENSG00000075415,SLC25A3,mRNA,5250
ENSG00000151729,SLC25A4,lncRNA,291
ENSG00000005022,SLC25A5,mRNA,292
ENSG00000169100,SLC25A6,mRNA,293
ENSG00000183048,SLC25A10,mRNA,1468
ENSG00000108528,SLC25A11,mRNA,8402
ENSG00000115840,SLC25A12,mRNA,8604
ENSG00000004864,SLC25A13,lncRNA,10165
ENSG00000102078,SLC25A14,mRNA,9016
ENSG00000102743,SLC25A15,lncRNA,10166
ENSG00000122912,SLC25A16,mRNA,8034
ENSG00000100372,SLC25A17,mRNA,10478
ENSG00000182902,SLC25A18,lncRNA,83733
ENSG00000125454,SLC25A19,mRNA,60386
ENSG00000178537,SLC25A20,lncRNA,788
ENSG00000183032,SLC25A21,mRNA,89874
ENSG00000177542,SLC25A22,lncRNA,79751
ENSG00000125648,SLC25A23,mRNA,79085
ENSG00000085491,SLC25A24,lncRNA,29957
ENSG00000148339,SLC25A25,lncRNA,114789
ENSG00000144741,SLC25A26,lncRNA,115286
ENSG00000153291,SLC25A27,lncRNA,9481
ENSG00000155287,SLC25A28,lncRNA,81894
ENSG00000197119,SLC25A29,lncRNA,123096
ENSG00000174032,SLC25A30,mRNA,253512
ENSG00000151475,SLC25A31,mRNA,83447
ENSG00000164933,SLC25A32,lncRNA,81034
ENSG00000171612,SLC25A33,mRNA,84275
ENSG00000162461,SLC25A34,mRNA,284723
ENSG00000125434,SLC25A35,lncRNA,399512
ENSG00000114120,SLC25A36,mRNA,55186
ENSG00000147454,SLC25A37,lncRNA,51312
ENSG00000144659,SLC25A38,lncRNA,54977
ENSG00000013306,SLC25A39,mRNA,51629
ENSG00000075303,SLC25A40,mRNA,55972
ENSG00000181240,SLC25A41,mRNA,284427
ENSG00000181035,SLC25A42,lncRNA,284439
ENSG00000077713,SLC25A43,mRNA,203427
ENSG00000160785,SLC25A44,lncRNA,9673
ENSG00000162241,SLC25A45,lncRNA,283130
ENSG00000164209,SLC25A46,lncRNA,91137
ENSG00000140107,SLC25A47,mRNA,283600
ENSG00000145832,SLC25A48,mRNA,153328
ENSG00000122696,SLC25A51,mRNA,92014
ENSG00000141437,SLC25A52,lncRNA,147407
ENSG00000269743,SLC25A53,mRNA,401612
ENSG00000145217,SLC26A1,mRNA,10861
ENSG00000155850,SLC26A2,lncRNA,1836
ENSG00000091138,SLC26A3,mRNA,1811
ENSG00000091137,SLC26A4,lncRNA,5172
ENSG00000170615,SLC26A5,mRNA,375611
ENSG00000225697,SLC26A6,lncRNA,65010
ENSG00000147606,SLC26A7,mRNA,115111
ENSG00000112053,SLC26A8,lncRNA,116369
ENSG00000174502,SLC26A9,lncRNA,115019
ENSG00000181045,SLC26A11,lncRNA,284129
ENSG00000130304,SLC27A1,lncRNA,376497
ENSG00000140284,SLC27A2,lncRNA,11001
ENSG00000143554,SLC27A3,mRNA,11000
ENSG00000167114,SLC27A4,lncRNA,10999
ENSG00000083807,SLC27A5,mRNA,10998
ENSG00000113396,SLC27A6,lncRNA,28965
ENSG00000156222,SLC28A1,lncRNA,9154
ENSG00000137860,SLC28A2,lncRNA,9153
ENSG00000197506,SLC28A3,lncRNA,64078
ENSG00000112759,SLC29A1,mRNA,2030
ENSG00000174669,SLC29A2,lncRNA,3177
ENSG00000198246,SLC29A3,mRNA,55315
ENSG00000164638,SLC29A4,lncRNA,222962
ENSG00000170385,SLC30A1,mRNA,7779
ENSG00000158014,SLC30A2,mRNA,7780
ENSG00000115194,SLC30A3,lncRNA,7781
ENSG00000104154,SLC30A4,lncRNA,7782
ENSG00000145740,SLC30A5,lncRNA,64924
ENSG00000152683,SLC30A6,mRNA,55676
ENSG00000162695,SLC30A7,lncRNA,148867
ENSG00000164756,SLC30A8,lncRNA,169026
ENSG00000014824,SLC30A9,mRNA,10463
ENSG00000196660,SLC30A10,lncRNA,55532
ENSG00000136868,SLC31A1,lncRNA,1317
ENSG00000136867,SLC31A2,mRNA,1318
ENSG00000101438,SLC32A1,lncRNA,140679
ENSG00000169359,SLC33A1,mRNA,9197
ENSG00000131183,SLC34A1,mRNA,6569
ENSG00000157765,SLC34A2,mRNA,10568
ENSG00000198569,SLC34A3,mRNA,142680
ENSG00000164414,SLC35A1,lncRNA,10559
ENSG00000102100,SLC35A2,mRNA,7355
ENSG00000117620,SLC35A3,lncRNA,23443
ENSG00000176087,SLC35A4,lncRNA,113829
ENSG00000138459,SLC35A5,mRNA,55032
ENSG00000121073,SLC35B1,lncRNA,10237
ENSG00000157593,SLC35B2,lncRNA,347734
ENSG00000124786,SLC35B3,lncRNA,51000
ENSG00000205060,SLC35B4,mRNA,84912
ENSG00000181830,SLC35C1,mRNA,55343
ENSG00000080189,SLC35C2,lncRNA,51006
ENSG00000116704,SLC35D1,mRNA,23169
ENSG00000130958,SLC35D2,mRNA,11046
ENSG00000182747,SLC35D3,lncRNA,340146
ENSG00000127526,SLC35E1,mRNA,79939
ENSG00000215790,SLC35E2A,mRNA,9906
ENSG00000189339,SLC35E2B,mRNA,728661
ENSG00000175782,SLC35E3,mRNA,55508
ENSG00000100036,SLC35E4,mRNA,339665
ENSG00000196376,SLC35F1,mRNA,222553
ENSG00000110660,SLC35F2,mRNA,54733
ENSG00000183780,SLC35F3,lncRNA,148641
ENSG00000151812,SLC35F4,lncRNA,341880
ENSG00000115084,SLC35F5,lncRNA,80255
ENSG00000213699,SLC35F6,mRNA,54978
ENSG00000176273,SLC35G1,lncRNA,159371
ENSG00000168917,SLC35G2,lncRNA,80723
ENSG00000164729,SLC35G3,mRNA,146861
ENSG00000236396,SLC35G4,lncRNA,646000
ENSG00000177710,SLC35G5,lncRNA,83650
ENSG00000259224,SLC35G6,lncRNA,643664
ENSG00000123643,SLC36A1,lncRNA,206358
ENSG00000186335,SLC36A2,lncRNA,153201
ENSG00000186334,SLC36A3,mRNA,285641
ENSG00000180773,SLC36A4,mRNA,120103
ENSG00000160190,SLC37A1,mRNA,54020
ENSG00000134955,SLC37A2,mRNA,219855
ENSG00000157800,SLC37A3,mRNA,84255
ENSG00000137700,SLC37A4,lncRNA,2542
ENSG00000111371,SLC38A1,lncRNA,81539
ENSG00000134294,SLC38A2,lncRNA,54407
ENSG00000188338,SLC38A3,lncRNA,10991
ENSG00000139209,SLC38A4,mRNA,55089
ENSG00000017483,SLC38A5,lncRNA,92745
ENSG00000139974,SLC38A6,mRNA,145389
ENSG00000103042,SLC38A7,mRNA,55238
ENSG00000166558,SLC38A8,mRNA,146167
ENSG00000177058,SLC38A9,lncRNA,153129
ENSG00000157637,SLC38A10,mRNA,124565
ENSG00000169507,SLC38A11,lncRNA,151258
ENSG00000143570,SLC39A1,mRNA,27173
ENSG00000165794,SLC39A2,lncRNA,29986
ENSG00000141873,SLC39A3,mRNA,29985
ENSG00000147804,SLC39A4,mRNA,55630
ENSG00000139540,SLC39A5,mRNA,283375
ENSG00000141424,SLC39A6,lncRNA,25800
ENSG00000112473,SLC39A7,mRNA,7922
ENSG00000138821,SLC39A8,mRNA,64116
ENSG00000029364,SLC39A9,lncRNA,55334
ENSG00000196950,SLC39A10,mRNA,57181
ENSG00000133195,SLC39A11,mRNA,201266
ENSG00000148482,SLC39A12,mRNA,221074
ENSG00000165915,SLC39A13,mRNA,91252
ENSG00000104635,SLC39A14,lncRNA,23516
ENSG00000138449,SLC40A1,mRNA,30061
ENSG00000133065,SLC41A1,lncRNA,254428
ENSG00000136052,SLC41A2,lncRNA,84102
ENSG00000114544,SLC41A3,lncRNA,54946
ENSG00000149150,SLC43A1,mRNA,8501
ENSG00000167703,SLC43A2,lncRNA,124935
ENSG00000134802,SLC43A3,lncRNA,29015
ENSG00000070214,SLC44A1,mRNA,23446
ENSG00000129353,SLC44A2,lncRNA,57153
ENSG00000143036,SLC44A3,lncRNA,126969
ENSG00000204385,SLC44A4,lncRNA,80736
ENSG00000137968,SLC44A5,mRNA,204962
ENSG00000162426,SLC45A1,mRNA,50651
ENSG00000164175,SLC45A2,lncRNA,51151
ENSG00000158715,SLC45A3,mRNA,85414
ENSG00000022567,SLC45A4,mRNA,57210
ENSG00000076351,SLC46A1,lncRNA,113235
ENSG00000119457,SLC46A2,lncRNA,57864
ENSG00000139508,SLC46A3,mRNA,283537
ENSG00000142494,SLC47A1,lncRNA,55244
ENSG00000180638,SLC47A2,lncRNA,146802
ENSG00000211584,SLC48A1,lncRNA,55652
ENSG00000169026,SLC49A3,lncRNA,84179
ENSG00000138463,SLC49A4,mRNA,84925
ENSG00000169241,SLC50A1,mRNA,55974
ENSG00000163959,SLC51A,lncRNA,200931
ENSG00000186198,SLC51B,mRNA,123264
ENSG00000132517,SLC52A1,lncRNA,55065
ENSG00000185803,SLC52A2,lncRNA,79581
ENSG00000101276,SLC52A3,lncRNA,113278
ENSG00000040487,SLC66A1,lncRNA,54896
ENSG00000122490,SLC66A2,lncRNA,80148
ENSG00000162976,SLC66A3,lncRNA,130814
ENSG00000084453,SLCO1A2,mRNA,6579
ENSG00000134538,SLCO1B1,mRNA,10599
ENSG00000111700,SLCO1B3,mRNA,28234
ENSG00000205754,SLCO1B7,lncRNA,338821
ENSG00000139155,SLCO1C1,lncRNA,53919
ENSG00000174640,SLCO2A1,lncRNA,6578
ENSG00000137491,SLCO2B1,lncRNA,11309
ENSG00000176463,SLCO3A1,lncRNA,28232
ENSG00000101187,SLCO4A1,lncRNA,28231
ENSG00000173930,SLCO4C1,lncRNA,353189
ENSG00000137571,SLCO5A1,mRNA,81796
ENSG00000205359,SLCO6A1,mRNA,133482
ENSG00000133302,SLF1,mRNA,84250
ENSG00000119906,SLF2,mRNA,55719
ENSG00000166750,SLFN5,mRNA,162394
ENSG00000172716,SLFN11,mRNA,91607
ENSG00000172123,SLFN12,mRNA,55106
ENSG00000205045,SLFN12L,mRNA,100506736
ENSG00000154760,SLFN13,mRNA,146857
ENSG00000236320,SLFN14,lncRNA,342618
ENSG00000171790,SLFNL1,lncRNA,200172
ENSG00000119705,SLIRP,lncRNA,81892
ENSG00000187122,SLIT1,lncRNA,6585
ENSG00000145147,SLIT2,lncRNA,9353
ENSG00000184347,SLIT3,lncRNA,6586
ENSG00000178235,SLITRK1,mRNA,114798
ENSG00000185985,SLITRK2,mRNA,84631
ENSG00000121871,SLITRK3,mRNA,22865
ENSG00000179542,SLITRK4,lncRNA,139065
ENSG00000165300,SLITRK5,lncRNA,26050
ENSG00000184564,SLITRK6,lncRNA,84189
ENSG00000065613,SLK,mRNA,9748
ENSG00000163681,SLMAP,lncRNA,7871
ENSG00000170290,SLN,lncRNA,6588
ENSG00000124107,SLPI,mRNA,6590
ENSG00000137776,SLTM,mRNA,79811
ENSG00000164609,SLU7,lncRNA,10569
